Kat	Wes	GOLD	Subtype	Perturbation	N1	Sentence Raw Text
I	N/A		I	0	side	But her eyes are the real problem , so frantic and fiery ; even as he watches they begin to roll , side to side , then up , way up .
I	N/A		I	0	side	Maybe temporary and illusory , she thinks , as if stepping on the unstable deck of a ferry bridge , as if we are nothing more than a floating target for small loads side to side .
I	N/A		I	0	side	She makes her fingers side to side and swings her short brown hair .
I	N/A		I	0	side	He butted his head against the tin roof and turned it side to side , the reverberations of the metal ringing in his ears .
I	N/A		I	0	side	Hands on hips , mouth agape , she swiveled her head side to side while arching her back .
I	N/A		I	0	side	When it started moving side to side , the cucarachas and geckos and snakes started crawling out of the eaves and dropping into the street .
I	N/A		I	0	side	Great horned heads swung side to side .
I	N/A		I	0	side	The women gathered handbags , totes stood side to side .
I	N/A		I	0	side	 Del Vecchio waggled his head side to side . 
I	N/A		I	0	side	" Jason rolled his head side to side , now whimpering . " 
I	N/A		I	0	side	At last she began walking again , deliberate , vigilant , swinging her head side to side . 
I	N/A		I	0	side	One of the three is rocking side to side in his slippers .
I	N/A		I	0	side	That head was turning side to side atop a rigid back .
I	N/A		I	0	side	I watched the snake cross the creek , his arrowhead swimming side to side , like a pocket watch swinging on a golden chain gone green , mesmerizing .
I	N/A		I	0	side	Ida Plum leaned closer to my shoulder , listened , then shook her head side to side and walked away .
I	N/A		I	0	side	He was all over the place , back and forth , side to side , movement minus style and rhythm .
I	N/A		I	0	side	He pivoted and took two steps , his head whipping side to side .
I	N/A		I	0	side	" Of course you are , " the interviewer replied after scanning her slowly up and down , side to side , like an MRI machine .
I	N/A		I	0	side	His head jerked side to side . 
J	N/A		J	0	side	The Oudejan house stood at the far end of Jitter Lane , squashed side to side with eleven other same-faced fisher-cottages ; two rooms and a stone hearth , peeling plaster , dripping eaves .
I	N/A		I	0	side	Grigoriy shook the dish side to side , then let it drop to the ground and lifted his hands up to the sides of his neck .
I	N/A		I	0	side	The choir sang above us in the vestibule , their billowy robes aflame in the light , as they swayed side to side in unison , their bodies a tidal wave of thanksgiving .
I	N/A		I	0	side	I stood up too fast and the room rocked crazily side to side . 
I	N/A		I	0	side	I watched the girl 's black curly hair bounce side to side , looking up and down the road for what I assumed would be another shiny car with another perfect doll-like mother . 
I	N/A		I	0	side	He 's waving a phone side to side like a metronome .
I	N/A		I	0	side	His eyes dart side to side . 
I	N/A		I	0	side	I swung my head side to side , trying to see what was making so uneasy , but did n't see anything unusual .
I	N/A		I	0	side	The suspension bridge rocked slightly side to side under her weight , as it was wont to do , and its dark shadow blotted out the shimmers of silver on the surface of the water , where the flow reflected the glint of the iron sky above . 
I	N/A		I	0	side	I started tapping my feet and moving to the beat , side to side .
I	N/A		I	0	side	Moved it side to side , seeing her around it , making her bob her head to see him , grinning at her . 
I	N/A		I	0	side	Oh , and then the first hints of bitter fudge as the outer , the endlessly chewy sweetness of it permeating his senses , melding together with the ache in his jaw and the memory of the chocolate flavor as he rolled it side to side , chewing , chewing , chewing , working it with saliva and then chewing some more , swallowing back saliva , chewing until the sweetness seemed to have penetrated more than just his senses , and only the little chill sensations of drool tickling the corners of his mouth ,
I	N/A		I	0	side	Even in the saddle the younger man swaggered , the reins loosely held , body rocking side to side .
I	N/A		I	0	side	On the night we met she held her wine glass low on the stem as she moved side to side , quasi-dancing to something by Stereolab , something in an odd-time signature , such that she kept ( unwittingly ) alternating downbeats on either side .
I	N/A		I	0	side	I rode forward without looking side to side , not wanting to make any choices . 
I	N/A		I	0	side	Pop was moving his own head side to side in a tiny switch .
I	N/A		I	0	side	She was sitting with her back to him , her braids flipping side to side with just a seam of skin down the back of her head , parting her blond , thick ropes of hair . 
I	N/A		I	0	side	After the game , the cheerleaders sang us the school song , them with their plaid skirts , bare legs , and poofy hair , rocking side to side , while we , the football players , ogled them , I had no thoughts of Rachel .
I	N/A		I	0	side	Tite camera showed a bouncy image of tunnel walls careening side to side as the collie , slightly taller than the height of the tunnel , scrunched down and wriggled in .
I	N/A		I	0	side	She tried to observe the pods as her headlamp swept side to side with her movements , anything to avoid thinking about what lay ahead .
I	N/A		I	0	side	He wrenched her head side to side . 
I	N/A		I	0	side	Lulu 's wrists rolled , side to side .
I	N/A		I	0	side	Jeff looked side to side .
I	N/A		I	0	side	" Try sweeping your head side to side , " my wife suggests . 
I	N/A		I	0	side	She twisted her head side to side , examining herself with a woeful look .
I	N/A		I	0	side	And how was she so " the little girl asked Alice , holding up said vegetable and waved it side to side . 
I	I		I	0	side	Cut pine or cedar boards to fill the opening as measured side to side , ripping them into equal widths so you do n't have a thin oddball on the edge .
I	N/A		I	0	side	Melancholy swelled up within me as I surveyed the scene , inanimate except for-trees being pressed side to side by the pervasive wind , and waves with little white edges lashing at the shores .
I	N/A		I	0	side	Then , keeping your heel on the floor , swing your toe side to side like a windshield wiper .
I	N/A		I	0	side	In a moment Nick was aboard , and the goat was picking his way across the rubble , Nick swaying side to side , his eyes wide , with a small smile that was half joy and half trepidation .
I	N/A		I	0	side	SKIING 's lab and field tests have for 20 years shown the Look system to provide a coupling between boot and ski -- side to side at the toe and upward at the heel -- that is less stiff than other brands , creating a distinctive Look feel .
I	I		I	0	side	During his seizures , he will have an aura ( warning ) of an unpleasant emotion , he will become confused , he will yell , grimace , turn his ( head ) side to side and will run about .
I	N/A		I	0	side	The AFD slides side to side in a track as the binding sole is contaminated with dirt or mud , the boot is able to slide freely if necessary .
I	N/A		I	0	side	In skiers ' terms this means our testing apparatus can simulate a wide variety of falls . ) Current international standards dictate that in a pure twist release ( side to side at the toe ) , all bindings adjusted for the same person should take the same number of Newton/meters ( Nm ; a unit of force ) to release .
I	N/A		I	0	side	The function of this structure is well understood -- a device , primarily , for the prevention of rolling side to side during swimming .
