Orig Label	Perturbation	Kat	Wes	GOLD	Subtype	Perturbation.1	N1	Sentence Raw Text
I	4	I	I		I	0	property	to property , kitchen gleamingly equipped as , maybe , a surgeon 's operating theater , deep rooms interleading , wide staircase , bar , patio .
J	4	J	J		J	0	provider	It allows secure communication between pt and provider , to provider , self-pay collection by pts and electronic prescribing and other things , too .
J	4	J	J		J	0	pupil	Right into my eyeballs , to pupil , never blinking .
F	4	F	F		F	0	puppet	The magical but macabre scenes in which Day-Lewis and Dano trade off playing to puppet master are some of the most captivating in 21 st century film .
J	4	J	J		J	0	purpose	But organizations could accomplish much more if they relied on the passion evoked when we connect to others , to purpose .
I	4	I	I		I	0	putt	The clubhead sends the ball on a smooth , pure roll almost instantly ; testers are impressed with the polymer insertit 's super consistent to putt , which makes it a snap to dial in distances ; lightish head with a fair amount of pop .
I	4	I	I		I	0	quadrant	Barons gamble to quadrant .
I	4	I	I		I	0	quarter	Hence , hiring/firing is managed to quarter , capital investments put on hold if earmings misfire by a penny or two .
I	4	I	I		I	0	quarter	It 's the tyranny of the shareholder -- judge me to quarter .
I	4	I	I		I	0	quarter	The question is why do CEO 's make millions in shady compensation ( stock options , equity , special dividend payouts ) paid out at other workers detrment for margin expansion ( neutral growth/rev &; exp cuts- i.e layoffs , outsourcing ) in an near sighted to quarter effort to increase stock price .
I	4	I	I		I	0	quarter	to quarter though he could be dismissed at any time during any quarter . 
I	4	I	I		I	0	quarter	HARVEY JONES , CEO , Synopsys : Clearly , when companies get onto the treadmill of just trying to match expectations to quarter , they 're not able to make the investments that clearly are important for the long term .
I	4	I	I		I	0	quarter	These companies operate to quarter .
I	4	I	I		I	0	quarter	And defense tends to bounce around a lot to quarter .
I	4	I	I		I	0	quarter	Their main goal is to increase stock prices to quarter .
I	4	I	I		I	0	quarter	Stop looking to quarter .
I	4	I	I		I	0	quarter	"Initial jobless claims have fallen back into the 350,000 range , a very positive indicator for the overall hiring situation in the U.S. 7 . U.S. "" real "" ( i.e. , inflation-adjusted ) third quarter GDP growth was +2.0% to quarter annualized , the same as in Q1 , but may suffer on account of Hurricane Sandy ."
I	4	I	I		I	0	quarter	These evolutions take time , and it 's hard to explain to Wall Street -- which thinks to quarter -- that you need two or three years to make substantive changes .
I	4	I	I		I	0	quarter	Private equity investors now control more than $1 trillion , a development that can be attributed the realization that the management of many public companies is constrained by public opinion and expectations , most critically the need to manage earnings to quarter .
J	4	J	J		J	0	quarterback	As they walked the fairways , they could talk , to quarterback , Bronco to Bronco . 
F	4	J	F	F	F	0	race	"The authors therefore argued for "" the inference that so-called race feeling in this country is much more a product of tensions and quasi-psychoses born of our own national experience than of any factors inherent in the relations of to race . """
F	4	F	F		F	0	rates	Regulations prohibiting these night sets were simulated by selecting time limits ( sundown and 15 , 30 , 45 , 60 , 75 , and 90 minutes before sundown ) , eliminating both day and night and comparing the new total ( day and night sets combined ) mortality to rates before any sets were eliminated .
F	4	F	F		F	0	rats	We throw to rats .
F	4	F	F		F	0	rats	For example , Dow-Edwards and colleagues ( 1990 ) compared brain activity of nonexposed adult to rats exposed to cocaine during the period roughly equivalent to 
F	4	F	F		F	0	reactions	to reactions to other reactions throughout the present and past ?
J	4	J	J		J	0	reader	Mindy Klasky : I totally agree with you that to reader enthusiasm is contagious .
F	4	F	F		F	0	reality	They 're sort of this great machine spewing out an alternative to reality every minute of the day .
F	4	F	F		F	0	reality	Kant points out , however , that comparing our experience of to reality itself is impossible .
F	4	J	F	F	F	0	realtor	They have appeared even in the suburban malls and edge cities where only a few years ago , the call of to realtor was the only sound to be heard .
F	4	F	F		F	0	reason	Without wonder there would simply be no to reason .
F	4	F	F		F	0	recovery	"Some Dutch carry a will requiring active euthanasia to be performed on them "" in case of bodily injury or mental disturbance of which no to recovery and dignified existence is to be expected . "" "
I	4	I	I		I	0	reel	The trouble is , there 's so much to like , whether it be to reel or animation .
J	4	J	I	J	J	0	region	Internet infrastructures can barely handle to region , last thing i want is laggy intercontinental play where its travelling half way across the world .
I	4	I	I		I	0	region	Since the brands differ store-to-store , to region , this giveaway would help me decide if I 'd like Sempio as much as you do : )
I	4	I	I		I	0	region	Unless you know German or one of the many Swiss dialects found to region , language may be something of a barrier .
I	4	I	I		I	0	region	The African American sermon is a complex oratorical to denomination , to region , and era to era .
I	4	I	I		I	0	region	The system reflected the Legislature 's understanding that California 's water-pollution issues varied to region , depending on topography , population , precipitation and economic development .
I	4	I	I		I	0	region	Yet to region , apparently in response to variations in the policies and the enthusiasm of local party officials in promoting and implementing family planning .
I	4	I	I		I	0	region	One can think of numerous instances in which citizens , or officials acting in their stead , have faced questions regarding when governmental authority should to country or to region should be regulated , what legitimate means are available to public employees to express dissatisfaction with working conditions , or who is responsible for improving conditions experienced by the poor .
J	4	J	J		J	0	reporter	So we compromised : I would raise the allegations , but only in a single question , to reporter , to let him know what was coming .
J	4	J	J		J	0	reporter	 I 'm curious about just as to reporter , to what -- clearly the White House is on the defensive about the coverage they 're getting .
F	4	F	F		F	0	requirements	This had the effect of changing fixed capital to requirements that varied by to regulate the over-the-counter ( OTC ) market in credit default swaps ( CDSs ) voluntary contracts in which investors agree to be liable for other investors ' unpaid debts .
