Orig Label	Perturbation	Subtype	Orig Label.1	Perturbation.1	True NPN	N1	Sentence Raw Text
Y	2		Y	0	N	side	The shock works fine , not leaking oil , no to side side or front to back play .
Y	2		Y	0	N	side	So yeah , at a minimum I 'm guessing I need , not leaking oil , no to side side or front to back play .
Y	2		Y	0	N	side	The class started with some stretching , some neck rolling and some to side side step touching .
Y	2		Y	0	N	side	All oscillatory motion is composed the first mode , it would sway to side side , with the center of the structure moving the most .
Y	2		Y	0	N	side	My sister and I would sit on the sidelines , heads turning to side side , as they volleyed ideas about restaurants we could go to before dropping each one .
Y	2		Y	0	N	side	Her eyes moved to side side saying that she indeed wanted to .
Y	2		Y	0	N	side	In the lowest frequency mode , the whole beam bows to side side .
Y	2		Y	0	N	side	"Me , to side side , and she , up and down . "" I did n't want to say anything to my sister ."
Y	2		Y	0	N	side	In 2008 I stand in front and it was easy to hit me , now I am more US style , more to side side .
Y	2		Y	0	N	side	She moaned softly and her skin became hot and she moved her head to side side .
Y	2		Y	0	N	side	the hardest part about learning to swim the strokes as an adult is the breathing- if you ca n't already , learning to breath to side side on freestyle , as opposed to picking your head up could double the distance you can cover .
Y	2	I	Y	0	N	side	The song is fun , loving , and definitely will have your head bobbing to side side .
Y	2		Y	0	N	side	We walked to side side , in silence , the brisk air slapping our cheeks .
Y	2		Y	0	N	side	While I ca n't say that my head was moving to side side throughout the whole movie , my eyes were certainly made to work .
Y	2		Y	0	N	side	The problem is that the total gravitational potential energy of the atmosphere is very , very nearly a constant no matter how it moves around , up or down in convection , to side side as wind sometimes supports it .
Y	2		Y	0	N	side	You could easily follow the movement of a sound in any direction including crossover overhead arcs-front to back , vice versa or even to side side above your head .
Y	2		Y	0	N	side	Swiping to side side also allows you to pan through a map or panoramic photo , all while keeping your finger prints off the screen .
Y	2		Y	0	N	side	Using modern microbolometer cameras this should n't be too expensive ( especially if mass produced ) Overhead and to side side clearance is normally detected by using laser scanners .
Y	2		Y	0	N	side	It was not just shaking but more like the whole house was swinging to side side .
Y	2		Y	0	N	side	This placement will balance the room to side side , and , because the depth of the couch is also about equal to the width of the bookcase , makes the bookcase make more window .
Y	2		Y	0	N	side	And for all the talking up the people do about the AI in Halo .... it involes with enemies dodging to side side and hiding behind cover . not exactly revolutionary to me . http : Geekasaurus Wrex
Y	2		Y	0	N	side	Although I do n't normally run to side side , I ran wherever there was shade and when a spectator had her garden hose with ice-cold water spraying out on to the street hit me .
Y	2		Y	0	N	side	I am not a fan of the ' Maverick ' type to side side ' twists ' .
Y	2		Y	0	N	side	Energy is moved up and down , forward and back , to side side and the rate of release to the air is accelerated and decelerated .
Y	2		Y	0	N	side	Hold the weight in both hands and twist to side side .
Y	2		Y	0	N	side	So no moving just your arms to side side , you are twisting at the waist .
Y	2		Y	0	N	side	When you 're a tic-tac-toe design , with about three vertical facial lines intersecting a few to side side lines .
Y	2		Y	0	N	side	I can understand doing it A FEW times to get the horse giving to pressure to side side .
Y	2		Y	0	N	side	"Just that to side side and said , "" Ah well . """
Y	2	I	Y	0	N	side	Knowing the rules , Emma looked up , then down , then to side side .
Y	2		Y	0	N	side	She rolled to side side and then lay still , turned her eyes to Mr. Warrant , who sat heavily on the opposite edge of the bed .
Y	2		Y	0	N	side	Gardenia , hot , feverish , moaning , squirming to side side , canopied by the smell of her unwashed hair .
Y	2		Y	0	N	side	Hundreds of millions of dollars of ego-gratification rose and fell and wallowed to side side on the rolling water .
Y	2		Y	0	N	side	The crowd screams for him to move to side side .
Y	2		Y	0	N	side	I wiggled my toes , moved my legs and arms , twisted to side side .
Y	2		Y	0	N	side	Ray became anxious again and stepped forward without looking , bumping into the customer in front of him and apologizing profusely , then standing shifting his weight to side side , rocking .
Y	2		Y	0	N	side	My country , my country , he would say , shaking his head to side side with disbelief at even half the truth , with visions of second cousins creeping in high grass .
Y	2		Y	0	N	side	It was n't a shaking to side side in a no , not exactly , but neither was it precisely a yes .
Y	2		Y	0	N	side	He forked some potatoes into his mouth and chewed them thoughtfully , jaws rotating to side side , camel-style , his heavy-lidded , Levantine eyes studying the ceiling .
Y	2		Y	0	N	side	"The eucalyptus trees shook their heads to side side . """
Y	2		Y	0	N	side	He suckled on me and moved back and forth and to side side , and I felt myself growing warm and loose .
Y	2		Y	0	N	side	"Howie tipped his torso to side side , all concerned . """
Y	2		Y	0	N	side	Teeth gritted , Bain rocks to side side .
Y	2		Y	0	N	side	"'s sun-faded tank of a Volvo through the dry sagebrush and deep ravines of eastern Washington when out of nowhere she announced , "" We just passed the Horse Heaven Hills . "" Instantly I pictured a sloping hillside of tall grasses where a band of horses grazed , their long tails swishing to side side -- a place all horses would escape to if they could . "" Really ? "" I said , full of curiosity . """
Y	2		Y	0	N	side	"We are eating fried chicken and she is swaying to side side , as if . """
Y	2	I	Y	0	N	side	The sight of her rolling panty hose over lightly muscled calves and dimpled knees , tugging them over the crescent folds where het supple thighs meet her bottom , shifting her hips to side side , or standing in the middle of the room , slipping her arms into the sleeves of a clean shirt , buttoning it over her breasts , breaks my heart .
Y	2		Y	0	N	side	I have read about the acrostic eye , an eye that can see both forward and backward as well as to side side , up and down , and diagonally , too .
Y	2		Y	0	N	side	He bumps up and down , to side side , buffeted wildly until MAP TO THE STARS EDDIE I do n't know about this thing .
Y	2		Y	0	N	side	We can go up and down , back and forth , to side side ... David ca n't take any more of this story and takes off running for the bathroom .
Y	2		Y	0	N	side	The bike weaves , to side side ... hits the curb and topples with a CRASH .
Y	2		Y	0	N	side	They jerked the child back and forth , making her head snap to side side .
Y	2		Y	0	N	side	In vodka they rise straight up , in the bad stuff they slide to side side .
Y	2		Y	0	N	side	Paul went over the side in that , the spray blowing across the deck and the boat slowly grinding to side side with the waves and I do n't know how Paul got out of that cage but he did .
Y	2		Y	0	N	side	Most men and boys in the streets strutted , swung their arms to side side , stuck big cigars in the air .
Y	2		Y	0	N	side	"The midget swung the megaphone to side side . """
Y	2		Y	0	N	side	"He changed lanes and the lumpy object swung to side side under the ropes . """
Y	2		Y	0	N	side	Lights flicker and the plane rocks to side side .
Y	2	I	Y	0	N	side	I ski up to the house , swinging my hips to side side , dancing in the snow , leaving a zigzagging track .
Y	2		Y	0	N	side	She shook her head quickly , to side side .
Y	2		Y	0	N	side	His father formed the rear guard of their procession , furtively glancing back and then to side side .
Y	2		Y	0	N	side	He had climbed center of her bed and pulled the covers over his head and was rocking to side side , causing the brass head frame to bump the wall .
Y	2		Y	0	N	side	"She only shook her head , slowly , to side side , even as part of her mind accepted everything he said . """
Y	2		Y	0	N	side	Her lips disappeared in a circle of tobacco-stained wrinkles , and she worked the lump to side side in her mouth .
Y	2		Y	0	N	side	Pops let out a snort and moved sideways to the edge of the wharf , where he looked below and to side side .
Y	2		Y	0	N	side	Bertille clicks her tongue ; she sighs a dramatic sigh ; she shakes her head to side side .
Y	2	I	Y	0	N	side	were ever to remove that post in order to do the thing properly , the house would sense , humping and buckling the way a jigsaw puzzle does when , having completed it , you return it to its garbled state by pushing the edges toward each other , top to bottom , to side side .
Y	2		Y	0	N	side	Hips gently rocking to side side , Lifting and twirling skirted design .
Y	2		Y	0	N	side	Sense impressions will be what linger -- rocking back and forth , to side side , trying to walk down the ship 's halls in a storm-everyone sea sick AT SEA but the little one , who is eight and indestructible , and the father , who is crazy and indestructible , too .
